"Stock Code","Description","Unit"
"AURM001566","Aerosil 200V (Pharm)","KG"
"AURM001567","Orielton Acai Powder          (Non-Pharm)","KG"
"AURM001568","Kolorex Advanced Candida Care  S/G Capsules (GMPNZ) (Pharm)","CAPS"
"AURM001569","RBK Greenshell Mussel With    Glucosamine Tablets (Lipa)    (Pharm)","TABS"
"AURM001570","Dalton Capsule Shells         Wht/Purple ""1""","CAPS"
"AURM001571","Gymnema Sylvestre Leaf Ext    (Dextrin) (100W) 10:1         (Non-pharm)","KG"
"AURM001572","Fenugreek Seeds Ext 15:1      (Non-Pharm)","KG"
"AURM001573","RBK EPO 1000mg + Vit B For    Women SG Capsules (Ferngrove) (Pharm)","CAPS"
"AURM001574","Brilliant Blue FCF (Pharm)","GM"
"AURM001575","Vitamin D3 Liquid 1.0 MIU/g   (Non-Pharm)","KG"
"AURM001576","A&G Lemon Myrtle Oil          (Non-Pharm)","KG"
"AURM001577","Maxbal Phellodendrom Bark Ext (40E:60W) 15:1 (Pharm)","KG"
"AURM001578","Maxbal Lobed Kudzuvine Root   Ext (60E:40W) 5:1  (Pharm)","KG"
"AURM001579","Optimal RX Crampbark Ext 1:2  (Non-Pharm)","LT"
"AURM001580","Optimal RX Mullein Leaf Ext   1:2 (Non-Pharm)","LT"
"AURM001581","Fish Oil Omega-3 (40/20) +    Vit E 3mg/g (Pharm)","KG"
"AURM001582","Green Lipped Mussel 200mg     Soft Gel Capsules (GMPNZ)     (Non-Pharm)","CAPS"
"AURM001583","Bilberry Ext (75E:25W) 100:1  (Pharm)","KG"
"AURM001584","Lutein Oil (Non-Pharm)","KG"
"AURM001585","Hyaluronic Acid (Non-Pharm)","KG"
"AURM001586","Vitamin C 500mg Tablets Premix(999) (Pharm)","KG"
"AURM001587","Optimal RX Saw Palmetto Berry Ext 1:2 (Non-Pharm)","LT"
"AURM001588","Optimal RX Black Walnut Green Hall Ext 1:10 (Non-Pharm)","LT"
"AURM001589","Soy Isoflavone 40% (PI11206)  (Pharm)","KG"
"AURM001590","Nature's Care Colostrum Milk  Powder (Non-Pharm)","KG"
"AURM001591","Green Lipped Mussel Powder    Fine (Pharm)","KG"
"AURM001592","Blue Gum Emu Oil (Pharm)","KG"
"AURM001593","Optimal RX Burdock Root Ext   1:2 (Non-Pharm)","LT"
"AURM001594","Optimal RX Fennel Seed  Ext   1:2 (Non-Pharm)","LT"
"AURM001595","Optimal RX Pelargonium Root   Ext 1:5 (Non-Pharm)","LT"
"AURM001596","Optimal RX Crataeva Bark Ext  1:2 (Non-Pharm)","LT"
"AURM001597","Optimal RX Fenugreek Seed Ext 1:2 (Non-Pharm)","LT"
"AURM001598","Optimal RX Coleus Root Ext 1:1(Non-Pharm)","LT"
"AURM001599","Optimal RX Devil's Claw Root  1:2 (Non-Pharm)","LT"
"AURM001600","Optimal RX Marshmallow Root   1:5 (Non-Pharm)","LT"
"AURM001601","Optimal RX Dan Shen Root      Ext 1:2 (Non-Pharm)","LT"
"AURM001602","Optimal RX Hops Strobile Ext  1:2 (Non-Pharm)","LT"
"AURM001603","Calcium Phosphate (Pharm)","KG"
"AURM001604","Ethyl Vanillin (Pharm)","KG"
"AURM001605","Sunset Yellow (Pharm)","GM"
"AURM001606","Allura Red 40 (Pharm)","GM"
"AURM001607","ABL Multivatimin Tablets      (Nature's Care) (Non-Pharm)","TABS"
"AURM001608","ABL Liquid Calcium + Vit. D   SG Capsules (Non-Pharm)","CAPS"
"AURM001609","Optimal RX Albizzia Bark Ext. 1:2 (Non-Pharm)","LT"
"AURM001610","Optimal RX Meadowsweet Herb   Ext. 1:2 (Non-Pharm)","LT"
"AURM001611","Optimal RX Raspberry Leaf     Ext. 1:2 (Non-Pharm)","LT"
"AURM001612","Optimal RX Rehmania Root TuberExt. 1:2 (Non-Pharm)","LT"
"AURM001613","Millenium Snooze Formula HS   Capsules (PRODOOD) (Non-Pharm)","CAPS"
"AURM001614","Millenium Spirulina 500mg     Tablets (PRODOOD) (Non-Pharm)","TABS"
"AURM001615","Vitamin D3 Dry 100CWS         (Non-Pharm)","KG"
"AURM001616","Optimal RX Condonopsis Root   Ext. 1:2 (Non-Pharm)","LT"
"AURM001617","Ceraphyl 230 (Non-Pharm)","KG"
"AURM001618","Shinsun Sheep Placenta Cream  40mL (Non-pharm)","EACH"
"AURM001619","Lemon Myrtle Oil (Non-pharm)","KG"
"AURM001621","Optimal RX Lime Flower Ext 1:2(Non-Pharm)","LT"
"AURM001622","Optimal Yarrow Flowering      Tops Ext 1:2 (Non-Pharm)","LT"
"AURM001623","Optimal RX Euphorbia Herb Ext 1:2 (Non-Pharm)","LT"
"AURM001624","Optimal RX Golden Rod Herb Ext1:2 (Non-Pharm)","LT"
"AURM001625","Optimal RX Cascara Bark Ext   1:2 (Non-Pharm)","LT"
"AURM001626","Optimal RX Celery Seed Ext    1:2 (Non-Pharm)","LT"
"AURM001627","Optimal RX Barberry Stem Bark Ext 1:2 (Non-Pharm)","LT"
"AURM001628","Optimal RX Californian Poppy  Herb Ext 1:2 (Non-Pharm)","LT"
"AURM001629","Optimal RX Yellow Dock Root   Ext 1:2 (Non-Pharm)","LT"
"AURM001630","Optimal RX Horsechestnut Seed Ext 1:2 (Non-Pharm)","LT"
"AURM001631","Optimal RX Peppermint Leaf    Ext 1:2 (Non-Pharm)","LT"
"AURM001632","Optimal RX Nettle Leaf Ext    1:2 (Non-Pharm)","LT"
"AURM001633","Optimal RX Rosemary Herb Ext  1:2 (Non-Pharm)","LT"
"AURM001634","Optimal RX Bladderwrack       Thallus Ext 1:1 (Non-Pharm)","LT"
"AURM001635","Optimal RX Poke Root Ext 1:5  (Non-Pharm)","LT"
"AURM001636","Optimal RX Cat's Claw Bark    Ext 1:2 (Non-Pharm)","LT"
"AURM001637","Optimal RX Lady's Mantle Herb Ext 1:2 (Non-Pharm)","LT"
"AURM001638","Optimal RX Motherwort Herb    Ext 1:2 (Non-Pharm)","LT"
"AURM001639","Microrganics Yaeyama ChlorellaPowder (Non-Pharm)","KG"
"AURM001640","Microrganics Yaeyama Chlorella500mg Tablets (Non-Pharm)","TABS"
"AURM001641","Yellow Beeswax (Pharm)","KG"
"AURM001642","Optimal RX Sarsaparilla Root  Ext 1:2 (Non-Pharm)","LT"
"AURM001643","Apium Graveolens (Celery) SeedExt (Dextrin) (70E:30W) 10:1  (Non-Pharm)","KG"
"AURM001644","Auricularia Polytricha Powder (Non-pharm)","KG"
"AURM001645","Taraxacum Officinale Leaf Ext (Dextrin) (70E:30W) 10:1      (Non-Pharm)","KG"
"AURM001646","Fucus Vesiculosus Whole Plant (70E:30W) 5:1 (Pharm)","KG"
"AURM001647","Crataegus Pinnatifida Fruit   Ext (70E:30W) 7:1 (Non-pharm)","KG"
"AURM001648","Astragalus Root Ext (Dextrin) (70E:30W) 10:1 (Non-Pharm)","KG"
"AURM001649","ANN Goat Milk Powder          (Non-pharm)","KG"
"AURM001650","Optimal RX Oats Seed Ext 1:2  (Non-Pharm)","LT"
"AURM001651","Optimal RX Wild Indigo Root   Ext 1:2 (Non-Pharm)","LT"
"AURM001652","Yellow Iron Oxide (CI77492)   (Pharm)","GM"
"AURM001653","Bronx Wild Bull Lysine HCl    Powder (Non-pharm)","KG"
"AURM001654","Bronx Wild Bull Arginine      Pyroglutamate Powder          (Non-pharm)","KG"
"AURM001655","Natural Orange Oil Sweet      48-7685 (Pharm)","KG"
"AURM001656","Vitamin A Palmitate 1.0 MIU/g (Pharm)","KG"
"AURM001657","Calcium Gluconate (Non-pharm)","KG"
"AURM001658","Tribulus Extract (W100,60F,   40R) 50:1 (Non-pharm)","KG"
"AURM001659","Sugar Cane Wax Alcohols       (Policosanol) (Non-pharm)","KG"
"AURM001660","Gynostemma Pentaphyllum Leaf  Extract (E:W) 12:1 (Non-Pharm)","KG"
"AURM001661","Nelumbium Speciosum Leaf      Extract (E:W) 10:1 (Non-Pharm)","KG"
"AURM001662","Natural Orange Oil Sweet      (Non-pharm)","KG"
"AURM001663","Gelatin Porcine (Pharm)","KG"
"AURM001664","Euterpe Oleracea Fruit        Ext. 5:1 (70E:30W) (Non-pharm)","KG"
"AURM001665","Malus Pulila Fruit            Ext. 500:1 (75E:25W)          (Non-Pharm)","KG"
"AURM001666","Polygonum Cuspidatum Root     Ext. 300:1 (80E:20W)          (Non-Pharm)","KG"
"AURM001667","Green Lipped Mussel Powder    Fine (Non-Pharm)","KG"
"AURM001668","Fish Oil Omega-3 (10/50)      (Non-Pharm)","KG"
"AURM001669","Casein Phosphopeptide Powder  14% (Non-pharm)","KG"
"AURM001670","Lactoferrin (Non-Pharm)","KG"
"AURM001671","Fructose Oligosaccharide      Powder (Non-Pharm)","KG"
"AURM001672","Flaxseed (Linseed) Oil        (Yellow) (Non-pharm)","KG"
"AURM001673","Maize Starch (Non-pharm)","KG"
"AURM001674","Shark-Liver Oil (Pharm)","KG"
"AURM001675","Vitamin A Palmitate 1.0 MIU/g (Non-pharm)","KG"
"AURM001676","Salmon Oil (Pharm)","KG"
"AURM001677","Kangaroo Powder 50:1          (Non-pharm)","KG"
"AURM001678","Natural Lemon Oil Extra       47-4241 (PI 2438) (Pharm)","KG"
"AURM001679","Natural Lime Oil Ordinary     47-9208 (PI 1258) (Pharm)","KG"
"AURM001680","Salmon Oil (Non-pharm)","KG"
"AURM001681","Taurine (Non-Pharm)","KG"
"AURM001682","Strawberry Flavour Powder     17-8248 (PI:58) (Pharm)","KG"
"AURM001683","GMP Infant Formula Milk Powder(GMPNZ) (Non-pharm)","KG"
"AURM001684","GMP Follow-On Formula Milk    Powder (GMPNZ) (Non-pharm)","KG"
"AURM001685","GMP Toddler Formula Milk      Powder (GMPNZ) (Non-pharm)","KG"
"AURM001686","Grapeseed Oil (Non-pharm)","KG"
"AURM001687","Methyl Hydroxybenzoate        (Non-pharm)","KG"
"AURM001688","Milk Calcium Powder 29%       (Non-pharm)","KG"
"AURM001689","Optimal Rx Wild Cherry Stem   Bark Ext 1:2 (Non-pharm)","LT"
"AURM001690","Propyl Hydroxybenzoate        (Non-pharm)","KG"
"AURM001691","Artichoke Leaf Extract Powder (100W; Maltodextrin) 4:1      (Pharm)","KG"
"AURM001692","Dandelion Root Extract Powder (70E:30W; Maltodextrin) 4:1   (Pharm)","KG"
"AURM001693","Krill Oil (Euphausia Superba) (Pharm)","KG"
"AURM001694","Fish Capsule Shell Size '0'","CAPS"
"AURM001695","Cordyceps (Non-pharm)","KG"
"AURM001696","Cysteine Hydrochloride (Pharm)","KG"
"AURM001697","Milk Calcium Powder 29%       (Pharm)","KG"
"AURM001698","DHA Oil 35% (Algal)           (Non-pharm)","KG"
"AURM001699","Potassium Sorbate             (Non-pharm)","GM"
"AURM001700","Zen Green Tea Powder          (Non-pharm)","KG"
"AURM001701","Walnut Oil  (Non-pharm)","KG"
"AURM001702","Hypromellose (Non-pharm)","KG"
"AURM001703","RBK Propolis 500mg SG Capsules(Pharm)","CAPS"
"AURM001704","RBK Grapeseed 12000mg HS      Capsules (Fern) (Pharm)","CAPS"
"AURM001705","Green Olive Leaf Powder       24% (80E:20W; Maltodextrin)   10:1 (Non-pharm)","KG"
"AURM001706","Microrganics Alfalfa Powder   (Organic) (Non-pharm)","KG"
"AURM001707","Microrganics Barley Grass     Powder (Organic) (Non-pharm)","KG"
"AURM001708","Instant Whey Protein Powder   Concentrate 80% (Non-pharm)","KG"
"AURM001709","Aloe Vera Extract Powder 20%  (Non-pharm)","KG"
"AURM001710","Capsule Shell Brown ¡°00¡±","EACH"
"AURM001711","Lecithin 1200mg SG            Capsules (AR) (GMPNZ)         (Pharm)","CAPS"
"AURM001712","Omega 3+E1000mg Soft Gel      Capsule (AU) (GMPNZ)          (Pharm)","CAPS"
"AURM001713","Dalton Miraco Trim Powder     Premix (999) (Pharm)","KG"
"AURM001714","Maltitol (Non-pharm)","KG"
"AURM001715","Lecithin 1200mg SG            Capsules (AU) (GMPNZ)         (Pharm)","CAPS"
"AURM001716","Omega 3+E1000mg Soft Gel      Capsule (AR) (GMPNZ)          (Pharm)","CAPS"
"AURM001717","Xylitol (Non-pharm)","KG"
"AURM001718","Red Yeast Fruit Extract (100W)15:1 (Non-pharm)","KG"
"AURM001719","Brilliant Blue FCF Aluminium  Lake (FD&C Blue) (Non-pharm)","KG"
"AURM001720","ANS Sodium Magnesium          Chlorophyllin Powder          (Non-pharm)","KG"
"AURM001721","Virgin Olive Oil (Pharm)","KG"
"AURM001722","Sucralose (Pharm)","KG"
"AURM001723","Brilliant Blue FCF Aluminium  Lake (FD&C Blue) (Pharm)","KG"
"AURM001724","DHA Oil 40% (Algae) (Pharm)","KG"
"AURM001725","AA Oil 40% (Mortierella)      (Pharm)","KG"
"AURM001726","Royal Jelly 1000mg (0.3%) SG  Capsules (GMPNZ) (Non-Pharm)","CAPS"
"AURM001727","Solutions 4 Health Essential  Oil Wild Oregano (Non-pharm)","KG"
"AURM001729","Thimba-Li Sheep Placenta 50:1 Powder Sanitised (Non-Pharm)","KG"
"AURM001730","Colostrum Agglomerated Powder 25% IgG (NZ) (Pharm)","KG"
"AURM001731","Deer Blood 600mg SG Capsules  (GMPNZ) (Non-Pharm)","CAPS"
"AURM001732","Noni 500mg HS Capsules (GMPNZ)(Non-Pharm)","CAPS"
"AURM001733","Colostrum Agglomerated Powder 25% IgG (NZ) (Non-pharm)","KG"
"AURM001734","Cysteine Hydrochloride        (Non-pharm)","KG"
"AURM001735","OPO Powder (Non-pharm)","KG"
"AURM001736","Bilberry Fruit Ext (75E:25W)  (STD 25% ANTH) 100:1          (Pharm)","KG"
"AURM001737","L-Theanine Powder (Pharm)","KG"
"AURM001738","Iron (II) Glycinate (Pharm)","KG"
"AURM001739","DHA Powder (Non-Pharm)","KG"
"AURM001740","ARA Powder (Non-Pharm)","KG"
"AURM001741","Instant Skim Milk Powder      (Non-Pharm)","KG"
"AURM001742","Optimal Rx Nettle Root        Ext 1:2 (Non-pharm)","LT"
"AURM001743","Ovine Placenta Powder 20:1    (Non-Pharm)","KG"
"AURM001744","Vegetable Capsule Shell Size 1(PI 3205) (Pharm)","CAPS"
"AURM001745","Chia Seed Oil (Pharm)","KG"
"AURM001746","Rice Bran Oil Refined (Pharm)","KG"
"AURM001747","Blossom Goat Milk Powder      (Non-Pharm)","KG"
"AURM001748","Enzogenol Pinus Radiata       Stem Bark Ext 100:1 (100W)    (Pharm)","KG"
"AURM001749","Cod Liver Oil Powder 30%      (Non-Pharm)","KG"
"AURM001750","Chlorophyllin Copper Complex  Sodium (Pharm)","KG"
"AURM001751","Optimal Rx Plantain Herb      Ext 1:2 (Non-pharm)","LT"
"AURM001752","Optimal Rx Pukatea Bark       Ext 1:2 (Non-pharm)","LT"
"AURM001753","Ascorbic Acid Tablets (999)   (Non-Pharm)","TABS"
"AURM001754","Capsule Shell Red Size 0      (Non-pharm)","CAPS"
"AURM001755","Soln 4 Health Olive Leaf      Extract 1:2.5 (Pharm)","KG"
"AURM001756","Super Grass Powder            Blend (Non-Pharm)","KG"
"AURM001757","Super Grass Powder            Capsule Blend (Non-Pharm)","KG"
"AURM001758","Optimal Rx Panax Ginseng      Root Ext 1:2 (Non-Pharm)","LT"
"AURM001759","Propolis Ext (95E:5W)         (8 to 9% Rutin) 5:1  (Pharm)","KG"
"AURM001760","Seaweed Powder (Non-Pharm)","KG"
"AURM001761","Organic Wholemilk Powder      (Non-Pharm)","KG"
"AURM001762","Organic Skimmilk Powder       (Non-Pharm)","KG"
"AURM001763","Calendula Officinalis Flower  Ext Liquid (100 Soy) 1:10     (Pharm)","KG"
"AURM001764","Calcium Carbonate (Fine)      (Pharm)","KG"
"AURM001765","Acai Ext Powder (100W) 4:1    (Non-Pharm)","KG"
"AURM001766","Sci-chem Lysine Combined      Vitamin Premix Powder         (Non-Pharm)","KG"
"AURM001767","Vitamin C Tablet (Rongcheng)  (Non-Pharm)","TABS"
"AURM001768","Natural B Complex Tablet      (Rongcheng) (Non-Pharm)","TABS"
"AURM001769","Children's Multi Chewable     Tablets(Rongcheng) (Non-Pharm)","TABS"
"AURM001770","Royal Jelly Powder (Fine) 3:1 (Pharm)","KG"
"AURM001771","Royal Jelly Powder (Fine)     3:1 (Non-Pharm)","KG"
"AURM001772","Astaxanthin (No-Pharm)","KG"
"AURM001773","Nature's Care Colostrum Milk  Powder (20%) (Non-Pharm)","KG"
"AURM001774","Koda Ganoderma Lucidum Ext    (100W) 15:1 (Pharm)","KG"
"AURM001775","Koda Ganoderma Lucidum        Spore Powder (Pharm)","KG"
"AURM001776","Colostrum Powder 36% IgG      (AU) (No-Pharm)","KG"
"AURM001777","Koda Cordyceps Sinensis Ext   (100W)4:1 (Pharm)","KG"
"AURM001778","Sci-Chem Zinc Amino Acid      Chelate 20% (Non-Pharm)","KG"
"AURM001779","Sci-Chem Ascorbic Acid        (Non-Pharm)","KG"
"AURM001780","Sci-Chem L-Lysine HCl         (Non-Pharm)","KG"
"AURM001781","Koda Cordyceps Sinensis Powder(Pharm)","KG"
"AURM001782","Golden Health FD&C Red No. 40 (Non-Pharm)","GM"
"AURM001783","Golden Health FD&C No.1       (Non-Pharm)","GM"
"AURM001784","Golden Health FD&C Yellow No.6(Non-Pharm)","GM"
"AURM001785","Proudex Royal Jelly Hard ShellCapsules (GMPNZ) (Non-Pharm)","CAPS"
"AURM001786","Lecithin 1200mg Soft Gel      Capsules (GMPNZ) (Non-Pharm)","CAPS"
"AURM001789","Ascophyllum Nodosum           (Non-Pharm)","KG"
"AURM001790","Clacium & Magnesium           Tablets (Rongcheng)           (Non-Pharm)","TABS"
"AURM001791","Women's Multi Vitamin Tablets (Rongcheng) (Non-Pharm)","TABS"
"AURM001792","Men's Multi Vitamin Tablets   (Rongcheng) (Non-Pharm)","TABS"
"AURM001793","Royal Jelly 1000mg (0.1%)     Soft Gel Capsules (GMPNZ)     (Non-Pharm)","CAPS"
"AURM001794","Boswellia Serrata Ext         (80E:20W) 10:1 (Non-pharm)","KG"
"AURM001795","Ginger Root Ext (75E:25W)     20:1 (Non-Pharm)","KG"
"AURM001796","White Willow Bark Ext         (70E:30W) 25:1 (Non-pharm)","KG"
"AURM001797","Fish Proteoglycan Extract     (Pharm)","KG"
"AURM001798","Marine Collagen Hydrolysed    (Pharm)","KG"
"AURM001799","Lecithin 1200mg Soft Gel      Capsules (FERN) (Non-Pharm)","CAPS"
"AURM001800","Optimal Magnolia (Non-Pharm)","LT"
"AURM001801","Blister Flax + Whey Protein SGCapsules 10's (F3489)         (GMPNZ) (Non-pharm)","EACH"
"AURM001802","Capsule Shell Maroon Size 00  (Non-Pharm)","CAPS"
"AURM001803","Well Herb Cordyceps Sinensis  Ext (100W) 2:1 (Pharm)","KG"
"AURM001804","Well Herb Ganoderma Lucidum   Ext (100W) 2:1 (Pharm)","KG"
"AURM001805","Well Herb Trametes Versicolor Ext (100W) 2:1 (Pharm)","KG"
"AURM001806","AstraGrace Honey (Non-Pharm)","KG"
"AURM001807","Exportim Organic Propolis     (95E) (70 Propolis/30Pollen)  (5:1) (Pharm)","KG"
"AURM001808","Exportim Organic Pollen       Powder (Pharm)","KG"
"AURM001809","Arthur Capsule Shell White    Size 0 (Pharm)","CAPS"
"AURM001810","Arthur Panax Ginseng Ext      (70E:30W) 8:1 (Pharm)","KG"
"AURM001811","Arthur Lycium Barbarum Ext    (80E:20W) 9.5:1 (Pharm)","KG"
"AURM001812","Arthur Epimedium Brevicornu   Ext (70E:30W) (25:1) (Pharm)","KG"
"AURM001813","Arthur Eleutherococcus        Senticosus Ext (75E:25W)      (28.6:1) (Pharm)","KG"
"AURM001814","GMP Standard Premix Milk      Powder Stage-1 (GMPNZ)        (Non-Pharm)","EACH"
"AURM001815","GMP Standard Premix Milk      Powder Stage-2 (GMPNZ)        (Non-Pharm)","EACH"
"AURM001816","GMP Standard Premix Milk      Powder Stage-3 (GMPNZ)        (Non-Pharm)","EACH"
"AURM001817","Miraco Fagopyrum Esculentum   Ext (100W) 10:1 (Pharm)","KG"
"AURM001818","Miraco Crataegus Pinnatifida  Ext (100W) 10:1 (Pharm)","KG"
"AURM001819","Ascorbic Acid Granular (Pharm)","KG"
"AURM001820","Rosa Canina (Rosehip) Powder  (Pharm)","KG"
"AURM001821","Glycyrrhiza  Glabra Extract    (20E:80W) 1:1 (Pharm)","KG"
"AURM001822","Armoracia Rusticana Extract   (25E:75W) 1:1 (Pharm)","KG"
"AURM001823","Capsicum Extract (63E:37W) 1:3(Pharm)","KG"
"AURM001824","Zingiber Officinale Extract   (90E:10W) 1:2 (Pharm)","KG"
"AURM001825","Marrubium Vulgare Extract     (25E:75W) 1:1 (Pharm)","KG"
"AURM001826","Lavender Extract (60E:40W)    1:1 (Pharm)","KG"
"AURM001827","Thyme Extract (35E:65W) 1:1   (Pharm)","KG"
"AURM001828","Lingzhi Ganoderma Lucidum     Spore Powder (Pharm)","KG"
"AURM001829","Omega-3 Cream Lemon           Flavour (Non-Pharm)","KG"
"AURM001830","Lecithin 1200mg Soft Gel      Capsules (AU/NZ) (Sphere)      (Pharm)","CAPS"
"AURM001831","Propolis 500mg Soft Gel       Capsules (AU/NZ) (Sphere)     (Pharm)","CAPS"
"AURM001832","Maca Powder (Organic) (Pharm)","KG"
"AURM001833","Dalton Gelatin Capsule Shell  Clear 0 (Enteric) (Pharm)","CAPS"
"AURM001834","Gold Coast Propolis 750mg     Soft Gel Capsules (AU/NZ)     (Sphere) (Pharm)","CAPS"
"AURM001835","Propolis 2000mg Soft Gel      Capsules (AU/NZ) (Sphere)     (Pharm)","CAPS"
"AURM001836","Comvita Olive Leaf (98%)      Extract (100W) 10:1 (Pharm)","KG"
"AURM001837","Winshing Ligustrum Lucidum    Extract (60E:40W) 10:1 (Pharm)","KG"
"AURM001838","A&G Crataegus Prinatifida     Extract (100W) 4:1 (Non-Pharm)","KG"
"AURM001839","Winshing Trametes Versicolor  Proteoglycan (Pharm)","KG"
"AURM001840","Winshing Astragulus Extract   (100W) 10:1 (Pharm)","KG"
"AURM001841","Squalene 500mg Soft Gel       Capsules (AU/NZ) (Sphere)     (Pharm)","CAPS"
"AURM001842","Citrus Aurantinum Extract     (70E:30W) 80:1 (Non-Pharm)","KG"
"AURM001843","Kelp Extract (100W) 20:1      (Non-Pharm)","KG"
"AURM001844","Gymnema sylvestre Extract     (70E:30W) 25:1 (Non-Pharm)","KG"
"AURM001845","Capsule Shell Maroon Size 0   (Pharm)","CAPS"
"AURM001846","Nature's Care Goat Milk Powder(Non-Pharm)","KG"
"AURM001847","Yerba Mate Extract (15E:85W)  5:1 (Non-Pharm)","KG"
"AURM001848","Immuron Colostrum Powder      (Powder)","KG"
"AURM001849","Gelatin Powder (Porcine)      (SW) (Pharm)","KG"
"AURM001850","Soya Lecithin (GMO Free)      (Pharm)","KG"
"AURM001851","Squalene 500mg Soft Gel       Capsules (GMPNZ) (Non-Pharm)","EACH"
"AURM001852","Liquid Calcium Soft Gel       Capsules (AU/NZ) (Sphere)     (Pharm)","CAPS"
"AURM001853","Caramel Liquid (Pharm)","KG"
"AURM001854","Glycyrrhiza  Glabra Extract    (20E:80W) 1:1 (Non-Pharm)","KG"
"AURM001855","Armoracia Rusticana Extract   (25E:75W) 1:1 (Non-Pharm)","KG"
"AURM001856","Capsicum Extract (63E:37W) 1:3(Non-Pharm)","KG"
"AURM001857","Zingiber Officinale Extract   (90E:10W) 1:2 (Non-Pharm)","KG"
"AURM001858","Marrubium Vulgare Extract     (25E:75W) 1:1 (Non-Pharm)","KG"
"AURM001859","Lavender Extract (60E:40W)    1:1 (Non-Pharm)","KG"
"AURM001860","Thyme Extract (35E:65W) 1:1   (Non-Pharm)","KG"
"AURM001861","Xanthan Gum (Pharm)","KG"
"AURM001862","Glycerol (GMO Free) (Pharm)","KG"
"AURM001863","Lecithin 1200mg Soft Gel      Capsules (Coconut) (AU/NZ)     (Spher) (Pharm)","CAPS"
"AURM001864","Peppermint Oil (Pharm)","KG"
"AURM001865","Moringa Leaf Powder           (Non-Pharm)","KG"
"AURM001866","Maca Extract (70E:30W) 4:1    (Non-Pharm)","KG"
"AURM001867","Gelatin Powder (Porcine)      (SW) (Non-Pharm)","KG"
"AURM001868","Hericium Erinaceus Fruit Ext  (30E:70W) 50:1 (Non-Pharm)","KG"
"AURM001869","Propolis Powder (9% Quercetin)(95E:5W) 5:1 (Pharm)","KG"
"AURM001870","Ferrous Bisglycinate Chelate  (Non-Pharm)","KG"
"AURM001871","Blueberry Extract (70E:30W)   8:1 (Non-Pharm)","KG"
"AURM001872","Clinic Ready Emu Oil (Pharm)","KG"
"AURM001873","Sheep Milk Powder (Non-Pharm)","KG"
"AURM001874","DHA Oil 40% (Alga) (Life)     (Non-Pharm)","KG"
"AURM001875","Roxburgh Extract (70E:30W)    5:1 (Non-Pharm)","KG"
"AURM001876","Vacinium Macrocarpon Extract  (70E:30W) 100:1 (Pharm)","KG"
"AURM001877","Propolis 1000mg Soft Gel      Capsules (AU/NZ) (Sphere)     (Pharm)","CAPS"
"AURM001878","Bioisland Milk Calcium SG     Capsules (GMPNZ) (Pharm)","CAPS"
"AURM001879","Bio Island DHA SG Capsules    (KO) (GMPNZ) (Pharm)","CAPS"
"AURM001880","Blister Glucosamine Plus SG   Capsules 15's (F3915)         (GMPNZ) (Non-pharm)","EACH"
"AURM001881","Microrganics Aquamin Mg       (Non-Pharm)","KG"
"AURM001882","Microrganics Aquamin S        (Non-Pharm)","KG"
"AURM001883","Bio Island Cod Liver + Fish   Oil SG Caps (Fish) (GMPNZ)     (Pharm)","CAPS"
"AURM001884","Kangaroo Powder 100:1         (Non-Pharm)","KG"
"AURM001885","Royal Jelly 1000mg (0.3%)     Soft Gel Capsules (Starco)    (Non-Pharm)","CAPS"
"AURM001886","Capsule Shell White 00        (Veg) (Non-Pharm)","CAPS"
"AURM001887","Capsule Shell Maroon 00       (Veg) (Non-Pharm)","CAPS"
"AURM001888","Bilberry (Vaccinum Myrtilus)  (75E:25W) (Dex) 100:1         (Pharm)","KG"
"AURM001889","Curcuma Longa (Tumeric) Ext   (96E:4W) 20:1 (Pharm)","KG"
"AURM001890","Green Coffee Bean (40E:60W)   50:1 (Non-Pharm)","KG"
"AURM001891","Vaccinium Macrocarpon         (Cranberry) Ext (70E:30W)     100:1 (Pharm)","KG"
"AURM001892","Apium Graveolens (Celery)     Seed (50E:50W) 10:1 (GMO Free)(Pharm)","KG"
"AURM001893","Saw Palmetto Fruit Ext        (CO2) 4:1 (Pharm)","KG"
"AURM001894","Goat's Milk Powder Whole      (Aust) (Non-Pharm)","KG"
"AURM001895","Omega 3 + E 1000mg            Soft Gel Capsules (KO)        (GMPNZ) (Pharm)","CAPS"
"AURM001896","Cucrbita Maschata  Seed       Ext (50E:50W) 10:1 (Pharm)","KG"
"AURM001897","Punica Granatum Ext (60E:40W) 20:1 (Non-Pharm)","KG"
"AURM001898","Vegetable Capsule Shell Clear 00 (Car&PA ) (Pharm)","CAPS"
"AURM001899","Vaccinium Macrocarpon         (Cranberry) (Malto) (50E:50W) 100:1 (Pharm)","KG"
"AURM001900","Vitis Vinifera (Grape Seed)   Ext (70E:30W) 120:1 (PC Assay)(Pharm)","KG"
"AURM001901","Lysine Hydrochloride (Pharm)","KG"
"AURM001902","Sheep Placenta 15000mg        Soft Gel Capsule (SC)         (Non-Pharm)","EACH"
"AURM001903","Vaccinium Macro (Cranberry)   (70E:30W)(DEX)(100:1)         (Non-Pharm)","KG"
"AURM001904","Blackcurrant  Flavour Powder  (PI 2162) (Pharm)","KG"
"AURM001905","Molasses (Non-Pharm)","KG"
"AURM001906","Sodium Hyaluronate (Non-Pharm)","KG"
"AURM001907","Grape Seed Oil (Pharm)","KG"
